Rank,Release Group,Worldwide,Domestic,%,Foreign,%
335,Baadasssss!,"$365,727","$365,727",100%,-,-
336,"Broadway: The Golden Age, by the Legends Who Were There","$353,580","$353,580",100%,-,-
337,Bear Cub,"$345,693","$100,133",29%,"$245,560",71%
338,Anatomy of Hell,"$345,365","$34,506",10%,"$310,859",90%
339,The United States of Leland,"$343,847","$343,847",100%,-,-
340,Wooly Boys,"$335,726","$335,726",100%,-,-
341,I Am David,"$329,577","$288,552",87.6%,"$41,025",12.4%
342,Bukowski: Born into This,"$329,097","$318,816",96.9%,"$10,281",3.1%
343,America's Heart & Soul,"$314,402","$314,402",100%,-,-
344,Hair Show,"$305,281","$305,281",100%,-,-
345,Zhou Yu de huo che 2004 Re-release,"$298,429","$142,562",47.8%,"$155,867",52.2%
346,Mickey,"$294,758","$294,758",100%,-,-
347,Imaginary Heroes,"$291,118","$228,767",78.6%,"$62,351",21.4%
348,Notre musique,"$285,354","$139,922",49%,"$145,432",51%
349,The Five Obstructions,"$279,032","$165,845",59.4%,"$113,187",40.6%
350,P.S.,"$273,023","$180,503",66.1%,"$92,520",33.9%
351,This Old Cub,"$270,014","$270,014",100%,-,-
352,Gilles' Wife,"$267,402","$32,799",12.3%,"$234,603",87.7%
353,Riding the Bullet,"$264,505","$134,711",50.9%,"$129,794",49.1%
354,James' Journey to Jerusalem,"$259,026","$64,967",25.1%,"$194,059",74.9%
355,Malevolence,"$258,782","$127,287",49.2%,"$131,495",50.8%
356,Mayor of the Sunset Strip,"$257,315","$257,315",100%,-,-
357,Greendale,"$255,947","$255,947",100%,-,-
358,Testosterone,"$248,128","$185,078",74.6%,"$63,050",25.4%
359,Uncovered: The War on Iraq,"$238,924","$238,924",100%,-,-
360,The Great Role,"$231,162","$11,419",4.9%,"$219,743",95.1%
361,Dig!,"$228,828","$127,067",55.5%,"$101,761",44.5%
362,Guiana 1838,"$227,241","$227,241",100%,-,-
363,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,"$226,658","$226,658",100%,-,-
364,The Agronomist,"$226,189","$226,189",100%,-,-
365,The Delicate Art of Parking,"$213,008","$213,008",100%,-,-
366,The Home Teachers,"$203,917","$203,917",100%,-,-
367,Lightning in a Bottle,"$201,711","$201,711",100%,-,-
368,The Snow Walker,"$201,149","$201,149",100%,-,-
369,Independent Lens: Imelda,"$200,992","$200,992",100%,-,-
370,Or (My Treasure),"$200,175","$29,194",14.6%,"$170,981",85.4%
371,Sky Blue,"$197,221","$74,663",37.9%,"$122,558",62.1%
372,Days of Being Wild,"$188,630","$146,310",77.6%,"$42,320",22.4%
373,Fida,"$181,865","$98,297",54%,"$83,568",46%
374,Bush's Brain,"$177,485","$177,485",100%,-,-
375,Stateside,"$174,318","$174,318",100%,-,-
376,Baptists at Our Barbecue,"$173,306","$173,306",100%,-,-
377,Phir Milenge,"$166,484","$91,968",55.2%,"$74,516",44.8%
378,Face,"$162,717","$108,151",66.5%,"$54,566",33.5%
379,Danny Deckchair 2004 Re-release,"$160,276","$160,276",100%,-,-
380,When Will I Be Loved,"$159,429","$159,429",100%,-,-
381,Dev,"$158,357","$84,728",53.5%,"$73,629",46.5%
382,Dans l'oeil du chat,"$155,714","$155,714",100%,-,-
383,The Boys & Girl from County Clare,"$151,869","$142,872",94.1%,"$8,997",5.9%
384,Undertow,"$143,597","$143,597",100%,-,-
385,The Lost Skeleton of Cadavra,"$143,121","$143,121",100%,-,-
386,Fear and Trembling 2004 Re-release,"$138,436","$126,684",91.5%,"$11,752",8.5%
387,Crying Ladies,"$132,920","$132,920",100%,-,-
388,Robot Stories,"$131,451","$131,451",100%,-,-
389,Howard Zinn: You Can't Be Neutral on a Moving Train,"$122,011","$122,011",100%,-,-
390,"Love, Sex and Eating the Bones","$116,869","$116,869",100%,-,-
391,Games People Play: New York,"$113,622","$113,622",100%,-,-
392,Deewaar: Let's Bring Our Heroes Home,"$111,423","$111,423",100%,-,-
393,Word Wars,"$110,617","$110,617",100%,-,-
394,In the Face of Evil: Reagan's War in Word and Deed,"$110,577","$110,577",100%,-,-
395,Monsieur N. 2004 Re-release,"$108,631","$37,757",34.8%,"$70,874",65.2%
396,Bonjour Monsieur Shlomi,"$107,585","$107,585",100%,-,-
397,A Slipping-Down Life,"$107,099","$107,099",100%,-,-
398,Carlos Castaneda: Enigma of a Sorcerer,"$107,040","$107,040",100%,-,-
399,Almost Peaceful 2004 Re-release,"$106,184","$106,184",100%,-,-
400,Guerrilla: The Taking of Patty Hearst,"$105,054","$105,054",100%,-,-
401,Yves Saint Laurent: His Life and Times,"$99,819","$99,819",100%,-,-
402,Aileen: Life and Death of a Serial Killer,"$97,362","$97,362",100%,-,-
403,Flavors,"$93,370","$93,370",100%,-,-
404,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,"$93,000","$93,000",100%,-,-
405,Eulogy,"$89,781","$75,076",83.6%,"$14,705",16.4%
406,Seeing Other People,"$87,923","$87,923",100%,-,-
407,Decoys,"$84,733","$84,733",100%,-,-
408,Brother to Brother,"$80,906","$80,906",100%,-,-
409,Ginger Snaps 2: Unleashed,"$80,372","$80,372",100%,-,-
410,Jack Paradise (Les nuits de Montréal),"$79,974","$79,974",100%,-,-
411,Bright Leaves,"$77,888","$77,888",100%,-,-
412,Swimming Upstream 2004 Re-release,"$76,287","$54,965",72.1%,"$21,322",27.9%
413,Father and Son,"$73,351","$39,291",53.6%,"$34,060",46.4%
414,The Seagull's Laughter,"$72,527","$72,527",100%,-,-
415,Hollywood Buddha,"$72,115","$72,115",100%,-,-
416,Cowboys and Angels,"$68,568","$33,941",49.5%,"$34,627",50.5%
417,Beyond the Gates,"$67,433","$67,433",100%,-,-
418,Vodka Lemon,"$66,361","$66,361",100%,-,-
419,One 2004 Re-release,"$65,172","$65,172",100%,-,-
420,Her Majesty,"$63,652","$63,652",100%,-,-
421,The Mudge Boy,"$62,852","$62,852",100%,-,-
422,Proteus,"$62,031","$62,031",100%,-,-
423,You I Love,"$60,815","$60,815",100%,-,-
424,Gozu,"$58,202","$58,202",100%,-,-
425,Voices of Iraq,"$57,999","$57,999",100%,-,-
426,Wall,"$56,866","$14,541",25.6%,"$42,325",74.4%
427,Divan,"$56,214","$56,214",100%,-,-
428,The Tracker 2004 Re-release,"$55,188","$55,188",100%,-,-
429,Grand Champion,"$54,579","$54,579",100%,-,-
430,L.A. Twister,"$54,000","$54,000",100%,-,-
431,Easy,"$53,825","$21,589",40.1%,"$32,236",59.9%
432,Hiding and Seeking: Faith and Tolerance After the Holocaust,"$51,936","$51,936",100%,-,-
433,Asambhav,"$50,611","$19,504",38.5%,"$31,107",61.5%
434,You'll Get Over It,"$50,256","$50,256",100%,-,-
435,A Thousand Clouds of Peace,"$48,782","$48,782",100%,-,-
436,Twist,"$47,370","$47,370",100%,-,-
437,Straight-Jacket,"$45,497","$45,497",100%,-,-
438,Lana's Rain,"$44,287","$44,287",100%,-,-
439,Little Lili 2004 Re-release,"$42,628","$34,634",81.2%,"$7,994",18.8%
440,Adored,"$41,703","$41,703",100%,-,-
441,Vlad,"$41,176",-,-,"$41,176",100%
442,Tom Dowd & the Language of Music,"$40,919","$40,919",100%,-,-
443,Tying the Knot,"$40,576","$40,576",100%,-,-
444,Sex Is Comedy 2004 Re-release,"$40,470","$40,470",100%,-,-
445,Ghost River 2004 Re-release,"$40,029","$40,029",100%,-,-
446,Justice,"$39,895","$39,895",100%,-,-
447,Freeze Frame,"$39,663","$1,100",2.8%,"$38,563",97.2%
448,Incident at Loch Ness,"$37,493","$37,493",100%,-,-
449,The Umbrellas of Cherbourg,"$36,432","$28,030",76.9%,"$8,402",23.1%
450,After Freedom,"$35,639","$35,639",100%,-,-
451,"Goodbye, Dragon Inn","$35,120","$35,120",100%,-,-
452,Showboy,"$34,646","$34,646",100%,-,-
453,L'Age d'Or,"$32,712","$32,712",100%,-,-
454,Last Life in the Universe,"$32,014","$32,014",100%,-,-
455,Fabled,"$31,425","$31,425",100%,-,-
456,The Raspberry Reich,"$31,211","$31,211",100%,-,-
457,Chooch,"$31,015","$31,015",100%,-,-
458,The Take,"$30,380","$30,380",100%,-,-
459,WMD: Weapons of Mass Deception,"$30,210","$30,210",100%,-,-
460,Gypsy 83,"$29,367","$29,367",100%,-,-
461,Empathy,"$29,345","$29,345",100%,-,-
462,Daybreak,"$29,081","$6,995",24.1%,"$22,086",75.9%
463,A Foreign Affair,"$28,909","$28,909",100%,-,-
464,Hearts and Minds,"$28,754","$28,754",100%,-,-
465,Superstar in a Housedress,"$28,032","$28,032",100%,-,-
466,Three 2004 Re-release,"$27,256","$27,256",100%,-,-
467,Fish Without a Bicycle,"$26,799","$26,799",100%,-,-
468,Cowards Bend the Knee,"$25,860","$25,860",100%,-,-
469,Maestro,"$25,315","$25,315",100%,-,-
470,Eat This New York,"$24,640","$24,640",100%,-,-
471,Bang Rajan 2004 Re-release,"$24,629","$24,629",100%,-,-
472,S21: The Khmer Rouge Killing Machine,"$23,078","$22,606",98%,$472,2%
473,Incantato 2004 Re-release,"$23,039","$23,039",100%,-,-
474,Frankie and Johnny Are Married,"$22,900","$22,900",100%,-,-
475,The Burial Society,"$21,285","$21,285",100%,-,-
476,Orwell Rolls in His Grave,"$20,389","$20,389",100%,-,-
477,Merci Dr Rey!,"$19,867","$19,867",100%,-,-
478,The Manson Family,"$19,140","$19,140",100%,-,-
479,The Deserted Station,"$18,867","$18,867",100%,-,-
480,The Life: What's Your Pleasure?,"$18,297","$5,130",28%,"$13,167",72%
481,Purple Butterfly,"$17,790","$17,790",100%,-,-
482,Transfixed,"$17,361","$17,361",100%,-,-
483,Bright Future,"$16,483","$5,166",31.3%,"$11,317",68.7%
484,Faster,"$16,265","$16,265",100%,-,-
485,Perfect Opposites,"$16,201","$16,201",100%,-,-
486,People Say I'm Crazy,"$15,679","$15,679",100%,-,-
487,A Letter to True,"$15,635","$15,635",100%,-,-
488,Off the Lip,"$15,217","$15,217",100%,-,-
489,Reeseville,"$14,824","$14,824",100%,-,-
490,The 24th Day,"$14,460","$14,460",100%,-,-
491,A Silent Love,"$14,389","$14,389",100%,-,-
492,Crutch,"$14,189","$14,189",100%,-,-
493,Yes Nurse! No Nurse! 2004 Re-release,"$13,325","$13,325",100%,-,-
494,Freestyle: The Art of Rhyme,"$12,600","$12,600",100%,-,-
495,Spin,"$12,355","$12,355",100%,-,-
496,The Dust Factory,"$12,311","$12,311",100%,-,-
497,Big Ain't Bad,"$12,288","$12,288",100%,-,-
498,Close Call,"$12,077","$12,077",100%,-,-
499,Rick,"$11,991","$11,991",100%,-,-
500,Intoxicating,"$11,560","$11,560",100%,-,-
501,Pauly Shore Is Dead,"$11,000","$11,000",100%,-,-
502,MC5*: A True Testimonial,"$10,888","$10,888",100%,-,-
503,Mind the Gap,"$10,637","$10,637",100%,-,-
504,Let's Get Frank,"$10,440","$10,440",100%,-,-
505,Oasis 2004 Re-release,"$10,304","$10,304",100%,-,-
506,Cuba: Island of Music,"$9,791","$9,791",100%,-,-
507,Virgin,"$9,614","$9,614",100%,-,-
508,I'll Sing for You 2004 Re-release,"$9,425","$9,425",100%,-,-
509,Evil Remains,"$8,747","$8,747",100%,-,-
510,Kaena: The Prophecy 2004 Re-release,"$8,593","$8,593",100%,-,-
511,With All Deliberate Speed,"$7,690","$7,690",100%,-,-
512,Wasabi Tuna,"$7,631","$7,631",100%,-,-
513,Silent Waters,"$7,384","$7,384",100%,-,-
514,Wake,"$7,212","$7,212",100%,-,-
515,Los Angeles Plays Itself,"$6,945","$6,945",100%,-,-
516,Master of the Game,"$6,554","$6,554",100%,-,-
517,The Last Place on Earth,"$6,505","$6,505",100%,-,-
518,Love Object,"$6,028","$6,028",100%,-,-
519,Klezmer on Fish Street,"$5,724","$5,724",100%,-,-
520,Particles of Truth,"$5,348","$5,348",100%,-,-
521,Home of the Brave,"$4,874","$4,874",100%,-,-
522,How to Draw a Bunny,"$4,658","$4,658",100%,-,-
523,Open My Heart,"$4,381","$4,381",100%,-,-
524,The Hillside Strangler,"$4,143","$4,143",100%,-,-
525,Stella Street,"$4,119","$4,119",100%,-,-
526,Bandido,"$4,064","$4,064",100%,-,-
527,Saints and Sinners,"$3,826","$3,826",100%,-,-
528,My Wife's Name Is Maurice 2004 Re-release,"$3,803","$3,803",100%,-,-
529,The Green Butchers,"$3,783","$3,783",100%,-,-
530,Big Animal,"$3,733","$3,733",100%,-,-
531,"Still, the Children Are Here","$3,685","$3,685",100%,-,-
532,Brothers in Arms,"$3,664","$3,664",100%,-,-
533,Moog,"$3,604","$3,604",100%,-,-
534,Cockfight,"$3,600","$3,600",100%,-,-
535,Grand Theft Parsons,"$3,438",-,-,"$3,438",100%
536,Tamala 2010: A Punk Cat in Space,"$3,386","$3,386",100%,-,-
537,Okraina,"$2,797","$2,797",100%,-,-
538,The Child I Never Was,"$2,609","$2,609",100%,-,-
539,Conspiracy of Silence,"$2,598","$2,598",100%,-,-
540,Risk/Reward,"$2,517","$2,517",100%,-,-
541,Swing,"$2,509","$2,509",100%,-,-
542,L'autre monde 2004 Re-release,"$2,494","$2,494",100%,-,-
543,Motocross Kids,"$2,462","$2,462",100%,-,-
544,Firedancer,"$2,422","$2,422",100%,-,-
545,The Road to Love,"$1,714","$1,714",100%,-,-
546,Marathon,"$1,703","$1,703",100%,-,-
547,Persons of Interest,"$1,672","$1,672",100%,-,-
548,Rockets Redglare!,"$1,605","$1,605",100%,-,-
549,What Boys Like,"$1,554","$1,554",100%,-,-
550,Shwaas,"$1,416","$1,416",100%,-,-
551,800 Bullets 2004 Re-release,$866,$866,100%,-,-
552,Anatomy 2 2004 Re-release,$623,$623,100%,-,-
553,"Jesus, You Know",$604,$604,100%,-,-
554,Tasuma,$479,$479,100%,-,-
