Rank,Release Group,Worldwide,Domestic,%,Foreign,%
356,Herman U.S.A.,"$71,509","$71,509",100%,-,-
357,The Pinochet Case,"$68,934","$35,701",51.8%,"$33,233",48.2%
358,The Town Is Quiet,"$66,303","$66,303",100%,-,-
359,Aberdeen,"$65,090","$65,090",100%,-,-
360,Last Resort,"$65,041","$37,283",57.3%,"$27,758",42.7%
361,Kuch Khatti Kuch Meethi,"$57,188","$57,188",100%,-,-
362,Così ridevano,"$57,009","$57,009",100%,-,-
363,A Matter of Taste,"$51,148","$10,720",21%,"$40,428",79%
364,Eureka,"$49,388","$49,388",100%,-,-
365,The Amati Girls,"$49,136","$49,136",100%,-,-
366,The Circle,"$43,918","$43,918",100%,-,-
367,"February 15, 1839","$43,595","$43,595",100%,-,-
368,Simon Magus,"$40,861","$40,861",100%,-,-
369,Pavilion of Women,"$36,992","$36,992",100%,-,-
370,Signs & Wonders,"$33,842","$33,842",100%,-,-
371,The Turandot Project,"$33,504","$33,504",100%,-,-
372,Life: A User's Manual,"$33,236","$33,236",100%,-,-
373,Band of Outsiders,"$28,656","$28,656",100%,-,-
374,"South of Heaven, West of Hell","$28,149","$28,149",100%,-,-
375,King of the Jungle,"$27,841","$27,841",100%,-,-
376,Maze,"$26,041","$26,041",100%,-,-
377,Spriggan,"$25,824","$25,824",100%,-,-
378,Werckmeister Harmonies,"$25,461","$25,461",100%,-,-
379,Shadow Glories,"$24,997","$24,997",100%,-,-
380,ABC Africa,"$22,881","$9,075",39.7%,"$13,806",60.3%
381,The Simian Line,"$19,823","$19,823",100%,-,-
382,The King Is Alive,"$17,929","$17,929",100%,-,-
383,Speedway Junky,"$17,246","$17,246",100%,-,-
384,A Real Young Girl,"$17,245","$17,245",100%,-,-
385,Pandaemonium,"$17,113","$5,151",30.1%,"$11,962",69.9%
386,Eban and Charley,"$16,918","$16,918",100%,-,-
387,Nora,"$15,120","$15,120",100%,-,-
388,Two Ninas,"$14,725","$14,725",100%,-,-
389,Children Underground,"$12,798","$12,798",100%,-,-
390,New York in the 50's,"$11,882","$11,882",100%,-,-
391,My Voyage to Italy,"$11,683","$11,683",100%,-,-
392,The Young Girl and the Monsoon,"$9,186","$9,186",100%,-,-
393,Bounce: Behind the Velvet Rope,"$8,779","$8,779",100%,-,-
394,Everything Put Together,"$8,741","$2,963",33.9%,"$5,778",66.1%
395,Bloody Angels,"$6,509","$6,509",100%,-,-
396,Scottsboro: An American Tragedy,"$6,123","$6,123",100%,-,-
397,Rat,"$5,980","$2,630",44%,"$3,350",56%
398,Mauvais Sang,"$5,812","$5,812",100%,-,-
399,Lakeboat,"$5,159","$5,159",100%,-,-
400,Lush,"$2,763","$2,763",100%,-,-
401,Ginger Snaps,"$2,554","$2,554",100%,-,-
402,Whatever Happened to Harold Smith?,"$2,543","$2,543",100%,-,-
403,"Love, Honor and Obey","$1,400","$1,400",100%,-,-
404,The Last Wave 2001 Re-release,$957,$957,100%,-,-
405,Sorority Girls' Revenge,$582,$582,100%,-,-
