Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2528,The Nutcracker in 3D,16918946,195459,16723487,2010.csv,2010,0.011552670006748648,0.9884473299932514
2529,Sugar & Spice,16908947,13305101,3603846,2001.csv,2001,0.7868675086627216,0.21313249133727843
2530,Calvary,16887741,3600006,13287735,2014.csv,2014,0.21317273873397277,0.7868272612660272
2531,Life or Something Like It,16872671,14448589,2424082,2002.csv,2002,0.8563308678276249,0.1436691321723751
2532,The Last Godfather,16863629,164247,16699382,2010.csv,2010,0.009739718538637206,0.9902602814613628
2533,The Cold Light of Day,16863583,3763583,13100000,2012.csv,2012,0.2231781348008902,0.7768218651991098
2534,The Pyramid,16861137,2756333,14104804,2014.csv,2014,0.16347254636505237,0.8365274536349476
2535,The Good Girl,16856124,14018296,2837828,2002.csv,2002,0.8316440956414417,0.16835590435855835
2536,Monkey Kingdom,16839663,16432322,407341,2015.csv,2015,0.9758106204381881,0.024189379561811896
2537,Femme Fatale,16838910,6630252,10208658,2002.csv,2002,0.3937459134825235,0.6062540865174765
2538,House of 1000 Corpses,16829545,12634962,4194583,2003.csv,2003,0.7507607603176437,0.24923923968235623
2539,Hit and Run,16816647,13749300,3067347,2012.csv,2012,0.8176005597310807,0.18239944026891924
2540,Hardcore Henry,16810562,9252038,7558524,2016.csv,2016,0.5503705349053768,0.44962946509462326
2541,Paparazzi,16796512,15714234,1082278,2004.csv,2004,0.9355653126077604,0.06443468739223954
2542,The Birth of a Nation,16779212,15861566,917646,2016.csv,2016,0.9453105425928225,0.05468945740717741
2543,House of Sand and Fog,16763804,13040288,3723516,2003.csv,2003,0.7778835877584825,0.22211641224151749
2544,102 Not Out,16758596,1343797,15414799,2018.csv,2018,0.08018553582889641,0.9198144641711036
2545,Love Is All You Need,16722143,1631709,15090434,2012.csv,2012,0.09757774467064419,0.9024222553293558
2546,Delhi Belly,16706074,1532594,15173480,2011.csv,2011,0.09173872927894369,0.9082612707210563
2547,Pride,16699029,1446634,15252395,2014.csv,2014,0.08662982739894637,0.9133701726010536
2548,Dogville,16680836,1535286,15145550,2003.csv,2003,0.0920389121984054,0.9079610878015946
2549,CyberWorld,16653900,11253900,5400000,2000.csv,2000,0.6757516257453209,0.32424837425467906
2550,My Way,16653488,70177,16583311,2011.csv,2011,0.004213952056169854,0.9957860479438302
2551,Digimon: The Movie,16643191,9631153,7012038,2000.csv,2000,0.5786842799556888,0.4213157200443112
2552,Beautiful Boy,16636604,7649973,8986631,2018.csv,2018,0.45982779899070747,0.5401722010092925
2553,Nothing to Lose 2,16610713,1150551,15460162,2019.csv,2019,0.06926559985715243,0.9307344001428476
2554,Belle,16607575,10726630,5880945,2014.csv,2014,0.6458877951778029,0.3541122048221971
2555,Upgrade,16593554,11977130,4616424,2018.csv,2018,0.7217941376512832,0.27820586234871686
2556,The Dish,16575074,2552992,14022082,2000.csv,2000,0.1540259790092038,0.8459740209907962
2557,Tazza: One-Eyed Jack,16572611,97655,16474956,2019.csv,2019,0.005892553683906537,0.9941074463160935
2558,Battle of the Year,16549477,8888355,7661122,2013.csv,2013,0.5370776973798024,0.4629223026201976
2559,"Tomorrow, When the War Began",16533595,4936,16528659,2010.csv,2010,0.00029854366216179845,0.9997014563378382
2560,Silent House,16527747,12754783,3772964,2012.csv,2012,0.7717194001094039,0.2282805998905961
2561,Pride and Prejudice and Zombies,16457494,10938134,5519360,2016.csv,2016,0.6646293779599738,0.33537062204002627
2562,They,16446271,12840842,3605429,2002.csv,2002,0.7807752894257914,0.2192247105742086
2563,The Powerpuff Girls Movie,16426471,11412414,5014057,2002.csv,2002,0.6947575045181646,0.3052424954818354
2564,Poms,16418218,13631124,2787094,2019.csv,2019,0.8302438181780751,0.1697561818219249
2565,Forever My Girl,16376066,16376066,0,2018.csv,2018,1.0,0.0
2566,Before I Fall,16373843,12241122,4132721,2017.csv,2017,0.7476022580648904,0.25239774193510955
2567,The Magdalene Sisters,16373112,306989,16066123,2002.csv,2002,0.018749581631152343,0.9812504183688476
2568,The Single Moms Club,16365451,15973881,391570,2014.csv,2014,0.9760733755519478,0.02392662444805218
2569,Little Q,16360233,1652,16358581,2019.csv,2019,0.0001009765569964682,0.9998990234430035
2570,Italian for Beginners,16349568,4544753,11804815,2000.csv,2000,0.27797388897370257,0.7220261110262974
2571,Playmobil: The Movie,16349303,1115008,15234295,2019.csv,2019,0.068199115277269,0.931800884722731
2572,Macbeth,16322067,1110707,15211360,2015.csv,2015,0.06804940820301743,0.9319505917969826
2573,The Emperor's Club,16318449,14118751,2199698,2002.csv,2002,0.865201772545908,0.13479822745409198
2574,Rabbit-Proof Fence,16217411,6199600,10017811,2002.csv,2002,0.38228050087649623,0.6177194991235038
2575,Caché,16197824,3647381,12550443,2005.csv,2005,0.22517722133540902,0.774822778664591
2576,Gangnam Blues,16191434,18022,16173412,2015.csv,2015,0.0011130576822287637,0.9988869423177712
2577,In the House,16190771,389757,15801014,2012.csv,2012,0.024072788133437252,0.9759272118665627
2578,Just Visiting,16176732,4781539,11395193,2001.csv,2001,0.2955812706793931,0.7044187293206069
2579,Birthday Girl,16171098,5142576,11028522,2002.csv,2002,0.31801031692467635,0.6819896830753236
2580,Iris,16153953,5594617,10559336,2001.csv,2001,0.3463311426002044,0.6536688573997956
2581,Scouts Guide to the Zombie Apocalypse,16137046,3703046,12434000,2015.csv,2015,0.22947483696830262,0.7705251630316974
2582,The Space Between Us,16080475,7885294,8195181,2017.csv,2017,0.4903644948299102,0.5096355051700898
2583,To Be and to Have,16063920,777129,15286791,2002.csv,2002,0.04837729520565341,0.9516227047943466
2584,Unfriended: Dark Web,16024987,8866745,7158242,2018.csv,2018,0.5533074691417846,0.44669253085821536
2585,Sea Rex 3D: Journey to a Prehistoric World,16004150,6096582,9907568,2010.csv,2010,0.38093756931795814,0.6190624306820418
2586,What the #$*! Do We (K)now!?,15998178,10942306,5055872,2004.csv,2004,0.6839720123129022,0.3160279876870979
2587,The Kitchen,15980032,12180032,3800000,2019.csv,2019,0.762203229630579,0.23779677036942104
2588,The Words,15950164,11494838,4455326,2012.csv,2012,0.7206720883873043,0.27932791161269566
2589,Before Sunset,15936507,5820649,10115858,2004.csv,2004,0.3652399487541404,0.6347600512458595
2590,Drowning Mona,15906764,15506764,400000,2000.csv,2000,0.974853464853065,0.025146535146934976
2591,Wonder Wheel,15889124,1404061,14485063,2017.csv,2017,0.08836616795236792,0.911633832047632
2592,Finding Your Feet,15845593,1418682,14426911,2018.csv,2018,0.08953164453990456,0.9104683554600954
2593,Highlander: Endgame,15843608,12811858,3031750,2000.csv,2000,0.8086452277789251,0.1913547722210749
2594,"I, Daniel Blake",15793051,260354,15532697,2016.csv,2016,0.01648535169043651,0.9835146483095635
2595,The Great Yokai War,15787492,0,15787492,2005.csv,2005,0.0,1.0
2596,Kiss Kiss Bang Bang,15785148,4243756,11541392,2005.csv,2005,0.26884486607284264,0.7311551339271574
2597,The Gospel,15778152,15778152,0,2005.csv,2005,1.0,0.0
2598,Lantana,15747450,4623189,11124261,2001.csv,2001,0.2935833420649058,0.7064166579350942
2599,I Hate Luv Storys,15719212,847993,14871219,2010.csv,2010,0.053946279240969584,0.9460537207590304
2600,The Brand New Testament,15709652,127910,15581742,2015.csv,2015,0.008142128164264873,0.9918578718357351
2601,Enigma 2001 Re-release,15705007,4301582,11403425,2001.csv,2001,0.27389876362360105,0.7261012363763989
2602,Feng Shui,15702302,64147,15638155,2018.csv,2018,0.004085197189558576,0.9959148028104414
2603,Judy Moody and the Not Bummer Summer,15691640,15013650,677990,2011.csv,2011,0.956792916482917,0.04320708351708298
2604,Out of the Furnace,15660668,11330849,4329819,2013.csv,2013,0.723522713079672,0.276477286920328
2605,Vampire Academy,15642346,7791979,7850367,2014.csv,2014,0.4981336559106927,0.5018663440893073
2606,Tully,15636462,9369755,6266707,2018.csv,2018,0.5992247479001324,0.4007752520998676
2607,The Conspirator,15623183,11538204,4084979,2011.csv,2011,0.7385309382857513,0.2614690617142486
2608,Facing Windows,15530077,543354,14986723,2003.csv,2003,0.03498720579427906,0.965012794205721
2609,Paranoia,15500644,7388654,8111990,2013.csv,2013,0.47666755007082284,0.5233324499291772
2610,With a Friend Like Harry...,15472186,3830441,11641745,2001.csv,2001,0.24756947725421605,0.7524305227457839
2611,Bait,15471969,15325127,146842,2000.csv,2000,0.9905091588536663,0.009490841146333735
2612,Zelary,15461305,330033,15131272,2003.csv,2003,0.02134574022050532,0.9786542597794947
2613,Chronicles of Evil,15460494,105057,15355437,2015.csv,2015,0.006795190373606432,0.9932048096263936
2614,The Greatest Game Ever Played,15431177,15337393,93784,2005.csv,2005,0.9939224337845389,0.006077566215461076
2615,Our Little Sister,15407615,64441,15343174,2015.csv,2015,0.004182412398025262,0.9958175876019747
2616,Anonymous,15395087,4463292,10931795,2011.csv,2011,0.2899166467847827,0.7100833532152173
2617,Miss Bala,15383580,15006824,376756,2019.csv,2019,0.9755092117699521,0.024490788230047883
2618,Alex & Emma,15368897,14218698,1150199,2003.csv,2003,0.9251606019612207,0.07483939803877923
2619,Apollo 11,15342353,9039891,6302462,2019.csv,2019,0.5892115114285273,0.4107884885714727
2620,Brother,15250594,450594,14800000,2001.csv,2001,0.029545996700194106,0.9704540032998059
2621,Hey Arnold! The Movie,15249308,13728902,1520406,2002.csv,2002,0.9002967216610748,0.09970327833892528
2622,The Negotiation,15229193,110986,15118207,2018.csv,2018,0.0072877138007247004,0.9927122861992753
2623,Attack on Titan II: End of the World,15186410,305934,14880476,2015.csv,2015,0.020145248284485932,0.9798547517155141
2624,Tamasha,15159762,2065487,13094275,2015.csv,2015,0.13624798331266677,0.8637520166873333
2625,Transamerica,15151744,9015303,6136441,2005.csv,2005,0.5950010111047283,0.40499898889527175
2626,Extraordinary Measures,15134293,12068313,3065980,2010.csv,2010,0.7974150493848638,0.2025849506151361
2627,Irreplaceable,15130912,8494,15122418,2016.csv,2016,0.0005613673518159382,0.9994386326481841
2628,Surviving Christmas,15125687,11663156,3462531,2004.csv,2004,0.7710827283415292,0.22891727165847078
2629,Three,15121228,119550,15001678,2016.csv,2016,0.007906103922247585,0.9920938960777524
2630,The Dreamers,15121165,2532228,12588937,2003.csv,2003,0.1674624937959476,0.8325375062040524
2631,War of the Buttons,15082409,47771,15034638,2011.csv,2011,0.003167332221265184,0.9968326677787348
2632,Ip Man 2,15061802,205675,14856127,2010.csv,2010,0.013655404579080245,0.9863445954209198
2633,The Housemaid,15038301,157961,14880340,2010.csv,2010,0.01050391264279123,0.9894960873572087
2634,Boat Trip,15020293,8600126,6420167,2002.csv,2002,0.5725671263536604,0.42743287364633964
2635,Journey to the South Pacific,14994876,7653913,7340963,2013.csv,2013,0.510435231341693,0.489564768658307
2636,Oldboy,14980005,707481,14272524,2003.csv,2003,0.0472283553977452,0.9527716446022548
2637,Undisputed,14946150,12764657,2181493,2002.csv,2002,0.8540431482354988,0.14595685176450124
2638,Blue Valentine,14892418,9706328,5186090,2010.csv,2010,0.651763064936802,0.3482369350631979
2639,Gold,14880939,7227038,7653901,2017.csv,2017,0.4856573903031254,0.5143426096968746
2640,School of Life,14880497,6300,14874197,2017.csv,2017,0.00042337295588984697,0.9995766270441101
2641,Raise Your Voice,14867514,10411980,4455534,2004.csv,2004,0.7003174841469798,0.2996825158530202
2642,Josie and the Pussycats,14866015,14271015,595000,2001.csv,2001,0.9599758240523771,0.040024175947622816
2643,Emperor,14858240,3346265,11511975,2013.csv,2013,0.22521274390506546,0.7747872560949345
2644,The Take,14857808,50269,14807539,2016.csv,2016,0.0033833389151347224,0.9966166610848652
2645,Supernova,14828081,14230455,597626,2000.csv,2000,0.9596963356215817,0.040303664378418216
2646,Soul Plane,14821824,14190750,631074,2004.csv,2004,0.9574226491962123,0.04257735080378771
2647,Possession,14815898,10113733,4702165,2002.csv,2002,0.6826270672219801,0.3173729327780199
2648,Somewhere,14788642,1785645,13002997,2010.csv,2010,0.12074435232119352,0.8792556476788065
2649,Out Cold,14782676,13906394,876282,2001.csv,2001,0.940722369887563,0.059277630112437016
2650,Seondal: The Man Who Sells the River,14777982,97477,14680505,2016.csv,2016,0.006596096814842514,0.9934039031851575
2651,The Triplets of Belleville,14776760,7007149,7769611,2003.csv,2003,0.47420063667542817,0.5257993633245718
2652,A Royal Affair,14758997,1546761,13212236,2012.csv,2012,0.10480122734627563,0.8951987726537244
2653,Sword Master,14714624,75526,14639098,2016.csv,2016,0.005132716948798691,0.9948672830512013
2654,Inherent Vice,14710975,8110975,6600000,2014.csv,2014,0.5513553656368799,0.4486446343631201
2655,Iron Monkey,14694904,14694904,0,2001.csv,2001,1.0,0.0
2656,The Way Back,14690514,13590514,1100000,2020.csv,2020,0.9251217486331655,0.0748782513668344
2657,Together with You,14687167,1151941,13535226,2003.csv,2003,0.07843180376447002,0.92156819623553
2658,"Hello, My Name Is Doris",14659448,14444999,214449,2016.csv,2016,0.985371277281382,0.014628722718618054
2659,Beyond the Lights,14618727,14618727,0,2014.csv,2014,1.0,0.0
2660,Welcome to Mooseport,14615099,14470947,144152,2004.csv,2004,0.9901367756728846,0.009863224327115403
2661,Together,14572229,1034829,13537400,2001.csv,2001,0.07101377558642538,0.9289862244135746
2662,Hollywood Ending,14569744,4850753,9718991,2002.csv,2002,0.33293330342660793,0.6670666965733921
2663,Megan Leavey,14510490,13406883,1103607,2017.csv,2017,0.9239441948548947,0.07605580514510536
2664,The Dead Don't Die,14502830,6563605,7939225,2019.csv,2019,0.45257408381674474,0.5474259161832553
2665,Envy,14494036,13562325,931711,2004.csv,2004,0.9357176289613189,0.06428237103868101
2666,Malena,14493284,3448233,11045051,2000.csv,2000,0.23791937010273173,0.7620806298972683
2667,A United Kingdom,14459330,3902185,10557145,2016.csv,2016,0.269873154565253,0.7301268454347469
2668,Serenity,14454622,8547045,5907577,2019.csv,2019,0.5913018687033117,0.40869813129668836
2669,America: Imagine the World Without Her,14444502,14444502,0,2014.csv,2014,1.0,0.0
2670,RBG,14441292,14017361,423931,2018.csv,2018,0.9706445240495103,0.02935547595048975
2671,Unfinished Business,14431253,10219501,4211752,2015.csv,2015,0.7081506366772171,0.29184936332278283
2672,45 Years,14430249,4247285,10182964,2015.csv,2015,0.2943320659262359,0.705667934073764
2673,Do You Believe?,14410698,12985600,1425098,2015.csv,2015,0.9011083293814082,0.09889167061859183
2674,Woodlawn,14401617,14394097,7520,2015.csv,2015,0.9994778364123973,0.0005221635876026977
2675,I Dreamed of Africa,14400327,6651522,7748805,2000.csv,2000,0.4619007610035522,0.5380992389964477
2676,How to Deal,14390329,14195227,195102,2003.csv,2003,0.986442144581962,0.013557855418038044
2677,Eighth Grade,14347433,13539709,807724,2018.csv,2018,0.9437025424687469,0.056297457531253155
2678,Thugs of Hindostan,14341431,1449848,12891583,2018.csv,2018,0.1010950720329094,0.8989049279670905
2679,Being Julia,14339171,7739049,6600122,2004.csv,2004,0.5397138370133113,0.4602861629866887
2680,Freddy Got Fingered,14333252,14254993,78259,2001.csv,2001,0.9945400387853364,0.005459961214663637
2681,The Other Side of the Door,14332467,3000342,11332125,2016.csv,2016,0.20933883887540086,0.7906611611245992
2682,Beginners,14311701,5790894,8520807,2011.csv,2011,0.4046265360071455,0.5953734639928545
2683,The Beauty Inside,14301869,108083,14193786,2015.csv,2015,0.007557264019129248,0.9924427359808707
2684,La Belle Époque,14298084,0,14298084,2020.csv,2020,0.0,1.0
2685,Unsane,14293601,7732899,6560702,2018.csv,2018,0.5410042577794077,0.45899574222059225
2686,Stealing Harvard,14277032,14036406,240626,2002.csv,2002,0.9831459367745341,0.01685406322546591
2687,Colette,14273033,5137622,9135411,2018.csv,2018,0.35995306673781247,0.6400469332621875
2688,Proof,14189860,7535331,6654529,2005.csv,2005,0.5310363174830478,0.46896368251695225
2689,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
2690,Ya veremos,14134723,4165949,9968774,2018.csv,2018,0.2947315628328903,0.7052684371671096
2691,Shaandaar,14120808,521794,13599014,2015.csv,2015,0.03695213475036273,0.9630478652496373
2692,Red Lights,14107313,52624,14054689,2012.csv,2012,0.0037302638709440982,0.9962697361290559
2693,Seeking Justice,14089528,411746,13677782,2011.csv,2011,0.02922354815576505,0.970776451844235
2694,Island of Lemurs: Madagascar,14066534,11272213,2794321,2014.csv,2014,0.8013497141513325,0.19865028584866748
2695,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
2696,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
2697,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
2698,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
2699,The Quake,13837294,6235,13831059,2018.csv,2018,0.0004505938805665327,0.9995494061194334
2700,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
2701,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
2702,Winter's Bone,13796834,6531503,7265331,2010.csv,2010,0.47340592776574686,0.5265940722342531
2703,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
2704,Pulling Strings,13725819,5842961,7882858,2013.csv,2013,0.4256912465478381,0.5743087534521619
2705,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
2706,Phantom,13676590,489984,13186606,2015.csv,2015,0.03582647428927825,0.9641735257107218
2707,All Is Lost,13627519,6263670,7363849,2013.csv,2013,0.45963392162579264,0.5403660783742074
2708,Sing Street,13624522,3237118,10387404,2016.csv,2016,0.23759497764398635,0.7624050223560137
2709,Do It Like An Hombre,13610252,2534252,11076000,2017.csv,2017,0.18620169560416663,0.8137983043958333
2710,Love Forecast,13608637,32211,13576426,2015.csv,2015,0.0023669526933520232,0.9976330473066479
2711,Strange Magic,13603453,12429583,1173870,2015.csv,2015,0.9137079387123255,0.08629206128767454
2712,Anything Else,13585075,3212310,10372765,2003.csv,2003,0.23645876080919687,0.7635412391908032
2713,The Two Faces of January,13551951,507463,13044488,2014.csv,2014,0.03744575227581623,0.9625542477241837
2714,Nymphomaniac: Vol. I,13545832,785896,12759936,2013.csv,2013,0.05801755108139537,0.9419824489186046
2715,Phantom of the Theatre,13526843,43955,13482888,2016.csv,2016,0.0032494647864250363,0.9967505352135749
2716,The Man,13485145,8330720,5154425,2005.csv,2005,0.6177701463350969,0.38222985366490314
2717,One Night at McCool's,13473370,6290673,7182697,2001.csv,2001,0.46689677489744585,0.5331032251025541
2718,The Lord of the Rings: The Two Towers 2003 Re-release,13451150,1996877,11454273,2003.csv,2003,0.1484539983570178,0.8515460016429822
2719,Three Identical Strangers,13448497,12320845,1127652,2018.csv,2018,0.9161503326356841,0.08384966736431587
2720,Trapped,13414416,7073251,6341165,2002.csv,2002,0.5272872855590582,0.47271271444094176
2721,Lords of Dogtown,13411957,11273517,2138440,2005.csv,2005,0.8405571983268363,0.15944280167316374
2722,The Third Murder,13411936,89315,13322621,2017.csv,2017,0.006659366701421778,0.9933406332985782
2723,Solarmax,13400161,13400161,0,2000.csv,2000,1.0,0.0
2724,Our President,13392049,507268,12884781,2017.csv,2017,0.03787829629356942,0.9621217037064306
2725,Ratchet & Clank,13385737,8821329,4564408,2016.csv,2016,0.6590095860989947,0.3409904139010052
2726,RRRrrrr!!!,13315054,54361,13260693,2004.csv,2004,0.004082672139369469,0.9959173278606306
2727,Hotel Artemis,13313581,6708147,6605434,2018.csv,2018,0.5038574520258674,0.4961425479741326
2728,Vera Drake,13267869,3775283,9492586,2004.csv,2004,0.2845432827230959,0.7154567172769041
2729,Paris Can Wait,13203541,5617731,7585810,2017.csv,2017,0.42547154585273755,0.5745284541472625
2730,Kal ho naa ho,13200241,1991922,11208319,2003.csv,2003,0.15090042674220872,0.8490995732577913
2731,The Well-Digger's Daughter,13194167,386368,12807799,2011.csv,2011,0.029283243117962657,0.9707167568820373
2732,The Honeymooners,13183426,12843849,339577,2005.csv,2005,0.9742421279567238,0.025757872043276155
2733,Mommy,13156856,3494070,9662786,2014.csv,2014,0.2655702851805933,0.7344297148194067
2734,The Sisters Brothers,13143056,3143056,10000000,2018.csv,2018,0.23914194689576002,0.76085805310424
2735,Head Over Heels,13127022,10424470,2702552,2001.csv,2001,0.7941229930139524,0.20587700698604755
2736,The Crew,13105853,13023075,82778,2000.csv,2000,0.9936838907013531,0.006316109298646948
2737,Hillary's America: The Secret History of the Democratic Party,13099931,13099931,0,2016.csv,2016,1.0,0.0
2738,The Angels' Share,13090471,346669,12743802,2012.csv,2012,0.026482545967979304,0.9735174540320207
2739,Shut In,13082071,6900335,6181736,2016.csv,2016,0.5274650321038619,0.47253496789613814
2740,Hot Tub Time Machine 2,13081651,12314651,767000,2015.csv,2015,0.94136825695778,0.05863174304221998
2741,The Way of the Gun,13069740,6055661,7014079,2000.csv,2000,0.4633344657200526,0.5366655342799475
2742,The Barbarian Invasions,13065317,5109226,7956091,2003.csv,2003,0.39105258601838744,0.6089474139816126
2743,Welcome to Marwen,13061491,10763520,2297971,2018.csv,2018,0.8240651852074162,0.1759348147925838
2744,"Roman J. Israel, Esq.",13025860,11962778,1063082,2017.csv,2017,0.9183868090091556,0.08161319099084437
2745,Friends with Kids,13019073,7251073,5768000,2012.csv,2012,0.5569577035169861,0.4430422964830138
2746,The Vatican Tapes,13015764,1784763,11231001,2015.csv,2015,0.13712318385613015,0.8628768161438698
2747,In a Better World,13004504,1008098,11996406,2010.csv,2010,0.07751914259859508,0.922480857401405
2748,The Divorce,12991996,9081057,3910939,2003.csv,2003,0.6989731985754922,0.30102680142450783
2749,Pyaar Ka Punchnama 2,12983721,222856,12760865,2015.csv,2015,0.017164262848839713,0.9828357371511602
2750,The Wave,12975143,177404,12797739,2015.csv,2015,0.013672604610215086,0.9863273953897849
2751,I Saw the Devil,12966357,129210,12837147,2010.csv,2010,0.00996501947308716,0.9900349805269129
2752,Le Havre,12959706,611709,12347997,2011.csv,2011,0.04720083927829844,0.9527991607217016
2753,Loving,12957265,7751969,5205296,2016.csv,2016,0.5982720118790501,0.4017279881209499
2754,Child 44,12951093,1224330,11726763,2015.csv,2015,0.09453487825313277,0.9054651217468672
2755,Godzilla 2000,12924063,10037390,2886673,2000.csv,2000,0.7766435369434519,0.22335646305654808
2756,Gods and Generals,12923936,12882934,41002,2003.csv,2003,0.9968274370903725,0.0031725629096275316
2757,Take Point,12908032,112386,12795646,2018.csv,2018,0.008706671938836221,0.9912933280611638
2758,Mubarakan,12899968,758868,12141100,2017.csv,2017,0.05882712267193221,0.9411728773280678
2759,Formula 51,12881605,5204007,7677598,2001.csv,2001,0.4039874689528207,0.5960125310471793
2760,In the Mood for Love,12854953,2738980,10115973,2000.csv,2000,0.21306806800460493,0.7869319319953951
2761,Earth: One Amazing Day,12851540,81345,12770195,2017.csv,2017,0.006329591628707532,0.9936704083712925
2762,The Girl from Paris,12812396,183266,12629130,2001.csv,2001,0.014303803909901006,0.985696196090099
2763,Knockaround Guys,12806614,11715637,1090977,2002.csv,2002,0.9148114404010302,0.08518855959896972
2764,Aliens of the Deep,12770637,8968684,3801953,2005.csv,2005,0.7022894785906137,0.29771052140938625
2765,Suburbicon,12751667,5775178,6976489,2017.csv,2017,0.4528959233330042,0.5471040766669958
2766,Elle,12748594,2341534,10407060,2016.csv,2016,0.18366997960716294,0.8163300203928371
2767,Populaire,12698385,179091,12519294,2012.csv,2012,0.014103447013143797,0.9858965529868562
2768,The Past,12673462,1331747,11341715,2013.csv,2013,0.10508154756766541,0.8949184524323346
2769,"Remember Me, My Love",12671306,227986,12443320,2003.csv,2003,0.01799230481846149,0.9820076951815385
2770,Redemption,12671109,36895,12634214,2013.csv,2013,0.0029117419793326695,0.9970882580206674
2771,The Green Inferno,12666449,7192291,5474158,2015.csv,2015,0.5678222049447323,0.43217779505526766
2772,Chasing Papi,12661189,6130049,6531140,2003.csv,2003,0.4841606108241493,0.5158393891758507
2773,Winged Migration 2003 Re-release,12634963,10764402,1870561,2003.csv,2003,0.8519535830852849,0.14804641691471515
2774,Narc,12633747,10465659,2168088,2002.csv,2002,0.8283891548564333,0.17161084514356667
2775,Made in Dagenham,12629471,1095369,11534102,2010.csv,2010,0.08673118612806506,0.9132688138719349
2776,Luis and the Aliens,12627729,169710,12458019,2018.csv,2018,0.013439471182823135,0.9865605288171768
2777,Raajneeti,12604224,1514558,11089666,2010.csv,2010,0.12016273274737103,0.879837267252629
2778,Their Finest,12597262,3603484,8993778,2017.csv,2017,0.2860529534116223,0.7139470465883777
2779,Maria Full of Grace,12594630,6529624,6065006,2004.csv,2004,0.5184450833410748,0.48155491665892525
2780,Gossip,12591270,5108820,7482450,2000.csv,2000,0.4057430267161295,0.5942569732838705
2781,People Like Us,12558931,12434778,124153,2012.csv,2012,0.9901143656255457,0.009885634374454322
2782,Breakin' All the Rules,12544254,12264319,279935,2004.csv,2004,0.9776842050551591,0.022315794944840883
2783,Apocalypse Now Redux 2001 Re-release,12543269,4626290,7916979,2001.csv,2001,0.36882649969477654,0.6311735003052235
2784,The Clearing,12520799,5763875,6756924,2004.csv,2004,0.46034402437096866,0.5396559756290313
2785,Sorority Boys,12517488,10200032,2317456,2002.csv,2002,0.8148625347194262,0.18513746528057387
2786,Seducing Doctor Lewis,12504038,9354342,3149696,2003.csv,2003,0.7481056919372766,0.2518943080627234
2787,Ready to Rumble,12452362,12394327,58035,2000.csv,2000,0.9953394384133709,0.004660561586629107
2788,The Promise,12448676,8224288,4224388,2017.csv,2017,0.6606556392021128,0.33934436079788727
2789,Can You Ever Forgive Me?,12442161,8803865,3638296,2018.csv,2018,0.707583272712835,0.292416727287165
2790,Nine Queens,12413888,1222889,11190999,2002.csv,2002,0.09850974972546876,0.9014902502745312
2791,Monsieur Ibrahim,12364836,2823890,9540946,2003.csv,2003,0.22838070800130306,0.7716192919986969
2792,Rampant,12359573,167937,12191636,2018.csv,2018,0.013587605332320138,0.9864123946676798
2793,Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release,12353849,220,12353629,2018.csv,2018,1.7808215075317822e-05,0.9999821917849246
2794,Casshern,12353768,0,12353768,2004.csv,2004,0.0,1.0
2795,Say It Isn't So,12320393,5520393,6800000,2001.csv,2001,0.4480695542747703,0.5519304457252298
2796,Chasing Liberty,12313323,12195626,117697,2004.csv,2004,0.990441491707803,0.009558508292196996
2797,Abandon,12302219,10727683,1574536,2002.csv,2002,0.8720120329511286,0.12798796704887141
2798,Marrowbone,12294931,1377,12293554,2017.csv,2017,0.00011199737517843735,0.9998880026248216
2799,The Beatles: Eight Days a Week - The Touring Years,12283800,2930414,9353386,2016.csv,2016,0.23855924062586495,0.761440759374135
2800,The Man Who Knew Infinity,12252684,3866794,8385890,2016.csv,2016,0.3155875071943421,0.684412492805658
2801,Gainsbourg: A Heroic Life,12220456,233007,11987449,2010.csv,2010,0.0190669644406068,0.9809330355593932
2802,The Guillotines,12217440,5290,12212150,2012.csv,2012,0.0004329875980565487,0.9995670124019435
2803,I Married an Anti-Fan,12194083,89408,12104675,2016.csv,2016,0.007332080649278835,0.9926679193507212
2804,Koi... Mil Gaya,12168232,671372,11496860,2003.csv,2003,0.05517416170237385,0.9448258382976261
2805,Little Women,12165890,1379497,10786393,2018.csv,2018,0.11339055342436928,0.8866094465756307
2806,The Eye,12165016,512049,11652967,2002.csv,2002,0.04209192984209803,0.957908070157902
2807,My Big Fat Independent Movie,12155249,4655,12150594,2005.csv,2005,0.0003829621260740936,0.9996170378739259
2808,Dark Blue,12150301,9250301,2900000,2003.csv,2003,0.7613227853367583,0.23867721466324168
