Rank,Release Group,Worldwide,Domestic,%,Foreign,%
344,Countdown to Zero,"$287,711","$272,040",94.6%,"$15,671",5.4%
345,Post Mortem,"$286,702","$9,750",3.4%,"$276,952",96.6%
346,South of the Border,"$284,214","$198,600",69.9%,"$85,614",30.1%
347,"If I Want to Whistle, I Whistle","$280,892","$12,135",4.3%,"$268,757",95.7%
348,"Lovely, Still","$279,170","$127,564",45.7%,"$151,606",54.3%
349,Black Death,"$272,445","$22,554",8.3%,"$249,891",91.7%
350,Mysteries of Lisbon,"$257,065","$110,507",43%,"$146,558",57%
351,Jean-Michel Basquiat: The Radiant Child,"$256,242","$256,242",100%,-,-
352,The Robber,"$254,489","$83,451",32.8%,"$171,038",67.2%
353,The Human Centipede (First Sequence),"$252,207","$181,467",72%,"$70,740",28%
354,Caterpillar,"$251,922","$4,157",1.7%,"$247,765",98.3%
355,My Dog Tulip,"$246,574","$246,574",100%,-,-
356,"Tuesday, After Christmas","$245,833","$27,813",11.3%,"$218,020",88.7%
357,Brotherhood,"$240,887","$8,979",3.7%,"$231,908",96.3%
358,The Exorcist Extended Director's Cut,"$235,134","$235,134",100%,-,-
359,The Black Waters of Echo's Pond,"$224,409","$224,409",100%,-,-
360,Chance Pe Dance,"$220,619","$168,643",76.4%,"$51,976",23.6%
361,Jane's Journey,"$217,615","$27,253",12.5%,"$190,362",87.5%
362,La soga,"$210,625","$210,625",100%,-,-
363,House,"$209,765","$209,765",100%,-,-
364,Sweetgrass,"$207,473","$207,473",100%,-,-
365,Legendary,"$200,393","$200,393",100%,-,-
366,A Screaming Man,"$193,981","$9,862",5.1%,"$184,119",94.9%
367,Client 9: The Rise and Fall of Eliot Spitzer,"$192,870","$189,416",98.2%,"$3,454",1.8%
368,The Romantics,"$191,019","$106,524",55.8%,"$84,495",44.2%
369,Nick Saban: Gamechanger,"$189,000","$189,000",100%,-,-
370,Leap Year,"$188,242","$12,979",6.9%,"$175,263",93.1%
371,Salt of This Sea 2010 Re-release,"$186,045","$11,662",6.3%,"$174,383",93.7%
372,Winnebago Man,"$181,039","$181,039",100%,-,-
373,Nostalgia for the Light,"$177,634","$163,962",92.3%,"$13,672",7.7%
374,Casino Jack and the United States of Money,"$176,865","$176,865",100%,-,-
375,Anchor Baby,"$176,784","$15,790",8.9%,"$160,994",91.1%
376,Perrier's Bounty,"$167,938",$828,0.5%,"$167,110",99.5%
377,Genius Within: The Inner Life of Glenn Gould,"$167,508","$167,508",100%,-,-
378,Fool for Love,"$165,987","$165,987",100%,-,-
379,Spring Fever,"$161,110","$10,824",6.7%,"$150,286",93.3%
380,The Eclipse,"$159,852","$133,411",83.5%,"$26,441",16.5%
381,Hatchet II,"$156,190","$52,604",33.7%,"$103,586",66.3%
382,Red Riding: The Year of Our Lord 1974,"$151,644","$151,644",100%,-,-
383,The Cremaster Cycle 2010 Re-release,"$151,239","$151,239",100%,-,-
384,Only the Brave,"$150,000","$150,000",100%,-,-
385,The Strange Case of Angelica,"$147,173","$50,135",34.1%,"$97,038",65.9%
386,Survival of the Dead,"$143,191","$101,740",71.1%,"$41,451",28.9%
387,The Weathered Underground,"$140,091","$140,091",100%,-,-
388,Love Ranch,"$137,885","$137,885",100%,-,-
389,Attenberg,"$134,503","$24,036",17.9%,"$110,467",82.1%
390,Pure Country 2: The Gift,"$133,771","$133,771",100%,-,-
391,October,"$130,335","$32,127",24.6%,"$98,208",75.4%
392,Stonewall Uprising,"$128,203","$128,203",100%,-,-
393,Benda Bilili!,"$127,362","$13,420",10.5%,"$113,942",89.5%
394,The Arbor,"$126,182","$21,620",17.1%,"$104,562",82.9%
395,Ran 2010 Re-release,"$124,673","$124,673",100%,-,-
396,Film socialisme 2010 Re-release,"$122,264","$42,925",35.1%,"$79,339",64.9%
397,Valley of the Heart's Delight,"$119,290","$119,290",100%,-,-
398,Celine: Through the Eyes of the World,"$119,274",-,-,"$119,274",100%
399,See What I'm Saying: The Deaf Entertainers Documentary,"$118,206","$118,206",100%,-,-
400,Freakonomics,"$117,678","$101,270",86.1%,"$16,408",13.9%
401,Touching Home,"$116,353","$116,353",100%,-,-
402,Marwencol,"$112,036","$112,036",100%,-,-
403,Saint John of Las Vegas,"$111,731","$102,645",91.9%,"$9,086",8.1%
404,Best Worst Movie,"$109,895","$109,895",100%,-,-
405,Blood Done Sign My Name,"$109,383","$109,383",100%,-,-
406,Band Baaja Baaraat,"$104,532","$43,820",41.9%,"$60,712",58.1%
407,Feed the Fish,"$101,170","$101,170",100%,-,-
408,The Good Guy,"$100,688","$100,688",100%,-,-
409,8: The Mormon Proposition,"$100,280","$100,280",100%,-,-
410,Bhutto,"$100,202","$100,202",100%,-,-
411,White Lion,"$99,635",-,-,"$99,635",100%
412,Kings of the Evening,"$99,270","$99,270",100%,-,-
413,Kisses 2010 Re-release,"$96,933","$81,680",84.3%,"$15,253",15.7%
414,Oy Vey! My Son Is Gay!!,"$89,507","$89,507",100%,-,-
415,Crazy on the Outside,"$88,335","$88,335",100%,-,-
416,The Cartel,"$87,763","$87,763",100%,-,-
417,Waking Sleeping Beauty,"$84,918","$80,741",95.1%,"$4,177",4.9%
418,Enemies of the People,"$80,654","$73,171",90.7%,"$7,483",9.3%
419,Inhale,"$80,112","$4,115",5.1%,"$75,997",94.9%
420,Breaking Upwards,"$77,389","$77,389",100%,-,-
421,Night Catches Us,"$76,185","$76,185",100%,-,-
422,Hadewijch,"$74,586","$5,006",6.7%,"$69,580",93.3%
423,Prodigal Sons,"$73,544","$73,544",100%,-,-
424,The Sicilian Girl 2010 Re-release,"$71,239","$71,239",100%,-,-
425,Rosencrantz and Guildenstern Are Undead,"$71,007","$71,007",100%,-,-
426,Over Your Cities Grass Will Grow,"$70,256","$51,301",73%,"$18,955",27%
427,Assassination of a High School President,"$69,564",-,-,"$69,564",100%
428,Strange Powers: Stephin Merritt and the Magnetic Fields,"$68,719","$68,719",100%,-,-
429,Budrus,"$68,353","$68,353",100%,-,-
430,2012: Time for Change,"$68,339","$68,339",100%,-,-
431,Le Amiche,"$68,167","$68,167",100%,-,-
432,The Sun Behind the Clouds: Tibet's Struggle for Freedom,"$67,095","$67,095",100%,-,-
433,The Autobiography of Nicolae Ceausescu,"$67,093","$34,023",50.7%,"$33,070",49.3%
434,Dancing Across Borders,"$66,166","$66,166",100%,-,-
435,Racing Dreams,"$65,082","$65,082",100%,-,-
436,Badmaa$h Company,"$64,398",-,-,"$64,398",100%
437,Cool It,"$62,713","$62,713",100%,-,-
438,Kites The Remix,"$61,997","$41,783",67.4%,"$20,214",32.6%
439,Orlando 2010 Re-release,"$58,198","$58,198",100%,-,-
440,As Good as Dead,"$55,618","$1,981",3.6%,"$53,637",96.4%
441,The Nature of Existence,"$54,645","$54,645",100%,-,-
442,The Lottery,"$54,543","$54,543",100%,-,-
443,The Harimaya Bridge,"$54,473","$54,473",100%,-,-
444,Harlan: In the Shadow of Jew Suess,"$54,305","$54,305",100%,-,-
445,God of Vampires,"$53,345","$53,345",100%,-,-
446,Mia and the Migoo 2010 Re-release,"$52,873","$17,000",32.2%,"$35,873",67.8%
447,Cropsey,"$52,476","$52,476",100%,-,-
448,Breath Made Visible: Anna Halprin,"$52,387","$52,387",100%,-,-
449,Here and There,"$52,307","$27,156",51.9%,"$25,151",48.1%
450,The Human Experience,"$52,296","$52,296",100%,-,-
451,Henri-Georges Clouzot's Inferno,"$52,003","$25,489",49%,"$26,514",51%
452,GasLand,"$49,428","$30,846",62.4%,"$18,582",37.6%
453,Tales from Earthsea 2010 Re-release,"$48,658","$48,658",100%,-,-
454,Boogie Woogie,"$48,411","$2,618",5.4%,"$45,793",94.6%
455,Every Man for Himself,"$47,262","$47,262",100%,-,-
456,Ca$h,"$46,488","$46,488",100%,-,-
457,William S. Burroughs: A Man Within,"$46,380","$46,380",100%,-,-
458,Defendor,"$44,462","$44,462",100%,-,-
459,The Oath,"$42,273","$42,273",100%,-,-
460,On the Bowery,"$41,802","$41,802",100%,-,-
461,Terkel in Trouble 2010 Re-release,"$40,385","$40,385",100%,-,-
462,The Red Baron 2010 Re-release,"$40,239","$37,189",92.4%,"$3,050",7.6%
463,Bluebeard,"$38,696","$33,490",86.5%,"$5,206",13.5%
464,Nine Nation Animation,"$38,382","$38,382",100%,-,-
465,The Legend of Pale Male,"$38,083","$38,083",100%,-,-
466,Cherry,"$36,465","$11,362",31.2%,"$25,103",68.8%
467,Guy and Madeline on a Park Bench,"$35,556","$35,556",100%,-,-
468,Daddy Longlegs,"$33,217","$21,766",65.5%,"$11,451",34.5%
469,Ahead of Time: The Extraordinary Journey of Ruth Gruber,"$33,024","$33,024",100%,-,-
470,Spoken Word,"$32,961","$32,961",100%,-,-
471,Boxing Gym,"$32,476","$32,476",100%,-,-
472,Brotherhood,"$32,416","$19,722",60.8%,"$12,694",39.2%
473,Beetle Queen Conquers Tokyo,"$32,308","$32,308",100%,-,-
474,Living in Emergency,"$32,208","$32,208",100%,-,-
475,180° South,"$31,745","$31,745",100%,-,-
476,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"$30,975","$30,975",100%,-,-
477,Shanghai Red 2010 Re-release,"$30,353","$30,353",100%,-,-
478,In My Sleep,"$30,158","$30,158",100%,-,-
479,Saint Misbehavin': The Wavy Gravy Movie,"$29,893","$29,893",100%,-,-
480,Lbs.,"$29,866","$29,866",100%,-,-
481,Multiple Sarcasms,"$29,731","$29,731",100%,-,-
482,Two in the Wave,"$28,808","$28,808",100%,-,-
483,Nénette,"$28,699","$18,009",62.8%,"$10,690",37.2%
484,October Country,"$26,185","$26,185",100%,-,-
485,The Exploding Girl,"$25,572","$25,572",100%,-,-
486,Fresh,"$25,115","$25,115",100%,-,-
487,Behind the Burly Q,"$23,889","$23,889",100%,-,-
488,The Other City,"$22,539","$22,539",100%,-,-
489,Happy Tears,"$22,464","$22,464",100%,-,-
490,Picture Me,"$22,369","$12,008",53.7%,"$10,361",46.3%
491,The Garden of Eden,"$22,083","$22,083",100%,-,-
492,And Everything Is Going Fine,"$22,080","$22,080",100%,-,-
493,Toe to Toe,"$21,648","$21,648",100%,-,-
494,Douchebag,"$20,615","$20,615",100%,-,-
495,The Korean,"$20,279","$20,279",100%,-,-
496,Double Take,"$20,218","$20,218",100%,-,-
497,Shoah,"$20,175","$20,175",100%,-,-
498,The Trial,"$19,753","$19,753",100%,-,-
499,Neshoba,"$19,245","$19,245",100%,-,-
500,The People I've Slept With,"$19,137","$19,137",100%,-,-
501,Off and Running,"$18,262","$18,262",100%,-,-
502,Great Directors,"$17,921","$17,921",100%,-,-
503,The Thorn in the Heart,"$17,849","$7,376",41.3%,"$10,473",58.7%
504,The Law,"$17,351","$17,351",100%,-,-
505,Carbon Nation,"$16,901","$16,901",100%,-,-
506,The Freebie,"$16,613","$16,613",100%,-,-
507,Breakdance Academy,"$15,628","$15,628",100%,-,-
508,Dreamkiller,"$15,514","$15,514",100%,-,-
509,The Two Escobars,"$14,457","$14,457",100%,-,-
510,Ghetto Physics,"$14,034","$14,034",100%,-,-
511,Don McKay,"$13,722","$13,722",100%,-,-
512,Paper Man,"$13,514","$13,514",100%,-,-
513,Handsome Harry,"$13,500","$13,500",100%,-,-
514,Violet Tendencies,"$13,304","$13,304",100%,-,-
515,Jim,"$13,000","$13,000",100%,-,-
516,The Taqwacores,"$12,839","$11,445",89.1%,"$1,394",10.9%
517,The Living Wake,"$12,232","$12,232",100%,-,-
518,The Kids Grow Up,"$12,095","$12,095",100%,-,-
519,The Dry Land,"$11,777","$11,777",100%,-,-
520,White Wedding 2010 Re-release,"$11,710","$11,710",100%,-,-
521,After the Cup: Sons of Sakhnin United,"$11,538","$11,538",100%,-,-
522,Children of Invention,"$11,183","$11,183",100%,-,-
523,Christina,"$11,000","$11,000",100%,-,-
524,Terkel in Trouble 2010 Re-release,"$10,783","$10,783",100%,-,-
525,Frankie & Alice,"$10,670","$10,670",100%,-,-
526,Waiting for Armageddon,"$10,501","$10,501",100%,-,-
527,Circle,"$10,024","$10,024",100%,-,-
528,"Hugh Hefner: Playboy, Activist and Rebel","$10,000","$10,000",100%,-,-
529,Down Terrace,"$9,812","$9,812",100%,-,-
530,Brutal Beauty: Tales of the Rose City Rollers,"$9,677","$9,677",100%,-,-
531,Wonderful World,"$9,309","$9,309",100%,-,-
532,Only When I Dance,"$8,738","$8,738",100%,-,-
533,All About Evil,"$7,995","$7,995",100%,-,-
534,Stolen,"$7,943","$7,943",100%,-,-
535,Mugabe and the White African,"$7,924","$7,924",100%,-,-
536,Zenith,"$7,862","$7,862",100%,-,-
537,Tales from the Script,"$7,535","$7,535",100%,-,-
538,Udaan,"$7,461","$7,461",100%,-,-
539,Gangster's Paradise: Jerusalema 2010 Re-release,"$7,294","$7,294",100%,-,-
540,Happiness Runs,"$7,199","$7,199",100%,-,-
541,Logan,"$7,137","$7,137",100%,-,-
542,Misconceptions,"$6,892","$6,892",100%,-,-
543,Finding Bliss,"$6,783","$6,783",100%,-,-
544,Mercy,"$6,780","$6,780",100%,-,-
545,Regina Spektor Live in London,"$6,684","$6,684",100%,-,-
546,Dream Boy,"$6,534","$6,534",100%,-,-
547,Watercolors,"$6,305","$6,305",100%,-,-
548,The Red Chapel,"$6,196","$6,196",100%,-,-
549,BearCity,"$6,000","$6,000",100%,-,-
550,Sweethearts of the Prison Rodeo,"$5,922","$5,922",100%,-,-
551,The Fall of Night,"$5,673","$5,673",100%,-,-
552,American Grindhouse,"$5,529","$5,529",100%,-,-
553,Whiz Kids,"$5,386","$5,386",100%,-,-
554,Speed-Dating,"$5,240","$5,240",100%,-,-
555,To Die Is Hard,"$5,129","$5,129",100%,-,-
556,Protector 2010 Re-release,"$4,576","$2,968",64.9%,"$1,608",35.1%
557,Promised Lands,"$4,546","$4,546",100%,-,-
558,The Flower of Kim Jong II,"$4,362","$4,362",100%,-,-
559,Helena from the Wedding,"$4,190","$4,190",100%,-,-
560,Just Say Love,"$3,944","$3,944",100%,-,-
561,Aashayein,"$3,836",-,-,"$3,836",100%
562,In/Significant Others,"$3,763","$3,763",100%,-,-
563,Heartless,"$3,697","$3,697",100%,-,-
564,Smash His Camera,"$3,644","$3,644",100%,-,-
565,Dead Awake,"$3,484",-,-,"$3,484",100%
566,Metal Messiah,"$3,476","$3,476",100%,-,-
567,The Full Picture,"$3,467","$3,467",100%,-,-
568,Fashion Victim,"$3,346","$3,346",100%,-,-
569,El Superstar: The Unlikely Rise of Juan Frances,"$3,271","$3,271",100%,-,-
570,The Afterlight,"$3,059","$3,059",100%,-,-
571,Adolf Eichmann,"$2,706","$2,706",100%,-,-
572,Daniel and Ana,"$2,372","$2,372",100%,-,-
573,The Girl 2010 Re-release,"$2,273","$2,201",96.8%,$72,3.2%
574,You Wont Miss Me,"$2,240","$2,240",100%,-,-
575,NoBody's Perfect 2010 Re-release,"$2,122","$2,122",100%,-,-
576,Falling Awake,"$1,978","$1,978",100%,-,-
577,The Temptation of St. Tony,"$1,963","$1,963",100%,-,-
578,A Mother's Courage: Talking Back to Autism 2010 Re-release,"$1,916","$1,916",100%,-,-
579,Manuela and Manuel,"$1,582","$1,582",100%,-,-
580,"Carmo, Hit the Road 2010 Re-release","$1,512","$1,512",100%,-,-
581,Drool,"$1,403","$1,403",100%,-,-
582,45365,$853,$853,100%,-,-
583,Shake Hands with the Devil,$594,$594,100%,-,-
584,The Magician 2010 Re-release,$406,$406,100%,-,-
