Rank,Release Group,Worldwide,Domestic,%,Foreign,%
335,Fiddler: A Miracle of Miracles,"$558,816","$549,386",98.3%,"$9,430",1.7%
336,Light of My Life,"$547,161","$20,056",3.7%,"$527,105",96.3%
337,"DCI 2019: Big, Loud & Live 16","$546,060","$546,060",100%,-,-
338,The Day Shall Come,"$543,993","$26,972",5%,"$517,021",95%
339,Grateful Dead Meet-Up 2019,"$537,153","$537,153",100%,-,-
340,CatVideoFest,"$536,566","$470,923",87.8%,"$65,643",12.2%
341,Margaret Atwood: Live in Cinemas,"$529,285","$93,690",17.7%,"$435,595",82.3%
342,The Audience 2019 Re-release,"$523,432","$106,529",20.4%,"$416,903",79.6%
343,The Spy Behind Home Plate,"$519,525","$519,525",100%,-,-
344,Wild Nights with Emily,"$519,487","$519,487",100%,-,-
345,Bolshoi Ballet: Carmen Suite/Petrushka,"$510,628","$207,523",40.6%,"$303,105",59.4%
346,Saving Private Ryan 2019 Re-release,"$508,694","$508,694",100%,-,-
347,Whisper of the Heart 2019 Re-release,"$498,156","$498,156",100%,-,-
348,Nausicaä of the Valley of the Wind 2019 Re-release,"$495,770","$495,770",100%,-,-
349,Monty Python's Life of Brian 2019 Re-release,"$493,822","$161,507",32.7%,"$332,315",67.3%
350,The Russian Five,"$485,049","$485,049",100%,-,-
351,Lawrence of Arabia 2019 Re-release,"$482,281","$482,281",100%,-,-
352,Liam Gallagher: As It Was,"$477,009",-,-,"$477,009",100%
353,Hail Satan?,"$467,232","$424,284",90.8%,"$42,948",9.2%
354,Christmas Jars,"$459,462","$459,462",100%,-,-
355,Cruel Intentions 2019 Re-release,"$445,218","$445,218",100%,-,-
356,What We Left Behind: Star Trek DS9,"$434,437","$382,457",88%,"$51,980",12%
357,Killing Sarai,"$425,332","$425,332",100%,-,-
358,Ben-Hur 2019 Re-release,"$422,622","$422,622",100%,-,-
359,The Cold Blue,"$420,177","$420,177",100%,-,-
360,The Reliant,"$408,747","$408,747",100%,-,-
361,"Hello, Dolly!","$400,881","$400,881",100%,-,-
362,The Wedding Guest,"$386,166","$386,166",100%,-,-
363,The Secret World of Arrietty 2019 Re-release,"$384,289","$384,289",100%,-,-
364,The Metropolitan Opera HD Live: Puccini: Turandot,"$375,295",-,-,"$375,295",100%
365,Ghostbusters 2019 Re-release,"$369,612","$369,612",100%,-,-
366,INXS: Baby Live at Wembly Stadium,"$366,425","$161,750",44.1%,"$204,675",55.9%
367,First Love,"$366,247","$218,329",59.6%,"$147,918",40.4%
368,Lords of Chaos,"$365,353","$253,184",69.3%,"$112,169",30.7%
369,Clemency,"$364,716","$364,716",100%,-,-
370,K-12,"$359,377","$303,230",84.4%,"$56,147",15.6%
371,The Shawshank Redemption 2019 Re-release,"$358,507","$358,507",100%,-,-
372,The Tomorrow Man,"$354,103","$354,103",100%,-,-
373,Star Trek 2019 Re-release,"$346,243","$346,243",100%,-,-
374,Triple Threat,"$345,900","$76,289",22.1%,"$269,611",77.9%
375,Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,"$338,632","$271,489",80.2%,"$67,143",19.8%
376,Diane,"$336,166","$336,166",100%,-,-
377,Freaks,"$335,050","$276,591",82.6%,"$58,459",17.4%
378,Anthropocene: The Human Epoch,"$334,162","$104,806",31.4%,"$229,356",68.6%
379,A Silent Voice: The Movie 2019 Re-release,"$333,984","$333,984",100%,-,-
380,The Big Fight Live: IBF Welterweight Title: Errol Spence Jr. vs. Mikey Garcia,"$328,979","$328,979",100%,-,-
381,Lucy in the Sky,"$325,950","$319,976",98.2%,"$5,974",1.8%
382,Sword of Trust,"$323,369","$322,421",99.7%,$948,0.3%
383,Woodstock,"$320,610","$126,562",39.5%,"$194,048",60.5%
384,Cunningham,"$320,293","$265,102",82.8%,"$55,191",17.2%
385,Meeting Gorbachev,"$319,230","$251,837",78.9%,"$67,393",21.1%
386,You Are Here: A Come From Away Story,"$318,885","$318,885",100%,-,-
387,Ask Dr. Ruth,"$318,230","$297,195",93.4%,"$21,035",6.6%
388,Josh Groban Bridges from Madison Square Garden,"$315,173","$315,173",100%,-,-
389,Bolshoi Ballet: The Sleeping Beauty,"$311,368","$311,368",100%,-,-
390,Plácido Domingo Gala,"$311,246","$52,502",16.9%,"$258,744",83.1%
391,The Third Wife,"$305,755","$84,933",27.8%,"$220,822",72.2%
392,Cliffs of Freedom,"$300,842","$72,476",24.1%,"$228,366",75.9%
393,Shakira in Concert: El Dorado World Tour,"$294,677","$271,586",92.2%,"$23,091",7.8%
394,The Giant Spider Invasion,"$293,053","$293,053",100%,-,-
395,The Zoya Factor,"$289,631","$128,831",44.5%,"$160,800",55.5%
396,"A White, White Day","$288,708",-,-,"$288,708",100%
397,Saga of Tanya the Evil - The Movie,"$288,460","$288,460",100%,-,-
398,Khalid: Free Spirit,"$284,229","$284,229",100%,-,-
399,Mike Wallace Is Here,"$281,245","$281,245",100%,-,-
400,Octaman,"$280,710","$280,710",100%,-,-
401,Forrest Gump 2019 Re-release,"$280,266","$203,088",72.5%,"$77,178",27.5%
402,See You Soon,"$277,126",-,-,"$277,126",100%
403,True Grit 2019 Re-release,"$276,418","$276,418",100%,-,-
404,Slayer: The Repentless Killogy,"$272,874","$268,727",98.5%,"$4,147",1.5%
405,One Child Nation,"$271,841","$270,128",99.4%,"$1,713",0.6%
406,Luzia: Cirque du Soleil in Cinema,"$265,673","$265,673",100%,-,-
407,Out of Liberty,"$265,279","$265,279",100%,-,-
408,Asbury Park: Riot Redemption Rock 'n Roll,"$264,983","$167,684",63.3%,"$97,299",36.7%
409,Her Smell,"$260,481","$255,599",98.1%,"$4,882",1.9%
410,Star Raiders: The Adventures of Saber Raine,"$260,234","$260,234",100%,-,-
411,The Cave,"$258,921","$62,625",24.2%,"$196,296",75.8%
412,I Got the Hook Up 2,"$252,293","$252,293",100%,-,-
413,Canal Street,"$251,917","$251,917",100%,-,-
414,The Twilight Zone: A 60th Anniversary Celebration,"$248,514","$248,514",100%,-,-
415,Doctor Who: The End of Time: Part One,"$247,798","$247,798",100%,-,-
416,American Woman,"$245,416","$236,637",96.4%,"$8,779",3.6%
417,Out of Blue,"$242,847","$18,779",7.7%,"$224,068",92.3%
418,Play the Flute,"$241,251","$241,251",100%,-,-
419,311 Enlarged to Show Detail 3,"$238,791","$238,791",100%,-,-
420,India's Most Wanted,"$235,351","$176,858",75.1%,"$58,493",24.9%
421,Varda by Agnès,"$233,809","$160,765",68.8%,"$73,044",31.2%
422,Premier Boxing Champions: PBC on FOX: Spence vs. Porter,"$232,973","$232,973",100%,-,-
423,DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,"$230,703","$230,703",100%,-,-
424,Ophelia,"$229,405","$50,722",22.1%,"$178,683",77.9%
425,Mine 9,"$226,421","$226,421",100%,-,-
426,Millennium Actress 2019 Re-release,"$225,250","$225,250",100%,-,-
427,Extra Ordinary,"$223,898","$164,346",73.4%,"$59,552",26.6%
428,Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,"$223,858","$223,858",100%,-,-
429,Never Surrender: A Galaxy Quest Documentary,"$222,971","$222,971",100%,-,-
430,The Karate Kid 2019 Re-release,"$215,447","$215,447",100%,-,-
431,Hamlet 2019 Re-release,"$214,578","$214,578",100%,-,-
432,Tigers Are Not Afraid 2019 Re-release,"$210,138","$175,559",83.5%,"$34,579",16.5%
433,"Faith, Hope & Love","$210,091","$210,091",100%,-,-
434,Kathy Griffin: A Hell of a Story,"$208,907","$208,907",100%,-,-
435,Batman 2019 Re-release,"$207,901","$159,419",76.7%,"$48,482",23.3%
436,The Iron Orchard,"$204,881","$204,881",100%,-,-
437,Working Woman,"$204,727","$64,048",31.3%,"$140,679",68.7%
438,Hesburgh,"$204,709","$204,709",100%,-,-
439,Blink of an Eye,"$201,874","$201,874",100%,-,-
440,Zombi Child,"$200,909","$25,878",12.9%,"$175,031",87.1%
441,Little Joe,"$196,960","$23,862",12.1%,"$173,098",87.9%
442,Buñuel in the Labyrinth of the Turtles,"$196,456","$36,205",18.4%,"$160,251",81.6%
443,Family,"$194,601","$194,601",100%,-,-
444,Mr. Klein,"$193,028","$193,028",100%,-,-
445,The Divine Plan,"$190,031","$190,031",100%,-,-
446,To Dust,"$184,495","$184,495",100%,-,-
447,The River and the Wall,"$183,602","$183,602",100%,-,-
448,Giant Little Ones,"$181,507","$181,507",100%,-,-
449,Rafiki,"$181,316","$137,968",76.1%,"$43,348",23.9%
450,Walking on Water,"$178,119","$102,140",57.3%,"$75,979",42.7%
451,Modest Heroes,"$178,027","$178,027",100%,-,-
452,The Warrior Queen of Jhansi,"$177,289","$177,289",100%,-,-
453,"Iyengar: The Man, Yoga, and the Student's Journey","$176,387","$176,387",100%,-,-
454,Them That Follow,"$172,952","$159,218",92.1%,"$13,734",7.9%
455,Bolshoi Ballet: The Golden Age,"$171,916","$171,916",100%,-,-
456,Little Woods,"$171,912","$150,010",87.3%,"$21,902",12.7%
457,Palau the Movie,"$171,155","$134,696",78.7%,"$36,459",21.3%
458,Britt-Marie Was Here,"$168,862","$36,549",21.6%,"$132,313",78.4%
459,Bright Ones,"$165,627","$165,627",100%,-,-
460,The Chambermaid,"$164,531","$86,422",52.5%,"$78,109",47.5%
461,Halston,"$163,446","$151,991",93%,"$11,455",7%
462,"Diana Ross: Her Life, Love and Legacy","$160,968","$160,968",100%,-,-
463,Money,"$155,732","$155,732",100%,-,-
464,Before You Know It,"$151,507","$151,507",100%,-,-
465,Jay Myself,"$151,331","$151,331",100%,-,-
466,Glory 2019 Re-release,"$150,801","$150,801",100%,-,-
467,Piercing,"$149,211","$15,856",10.6%,"$133,355",89.4%
468,The Kingmaker,"$148,611","$122,587",82.5%,"$26,024",17.5%
469,Trial by Fire,"$148,504","$148,504",100%,-,-
470,War and Peace,"$148,503","$148,503",100%,-,-
471,Driven,"$147,172",-,-,"$147,172",100%
472,Citizen K,"$145,941","$120,411",82.5%,"$25,530",17.5%
473,Framing John DeLorean,"$145,625","$145,625",100%,-,-
474,Doctor Who: Logopolis,"$143,248","$143,248",100%,-,-
475,Branagh Theatre Live: The Winter's Tale,"$141,143","$141,143",100%,-,-
476,Canelo vs. Kovalev,"$140,820","$140,820",100%,-,-
477,Wilder vs. Ortiz,"$139,207","$139,207",100%,-,-
478,Who Will Write Our History,"$138,039","$138,039",100%,-,-
479,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,"$137,888","$137,888",100%,-,-
480,Sonchiriya,"$135,413","$86,765",64.1%,"$48,648",35.9%
481,The Other Story,"$135,191","$135,191",100%,-,-
482,Made in Abyss: Journey's Dawn,"$134,194","$134,047",99.9%,$147,0.1%
483,Be Natural: The Untold Story of Alice Guy-Blaché,"$133,183","$115,265",86.5%,"$17,918",13.5%
484,The Wind,"$130,974","$28,252",21.6%,"$102,722",78.4%
485,Mister America,"$130,897","$130,897",100%,-,-
486,Little Monsters,"$130,381",-,-,"$130,381",100%
487,Section 375,"$129,916",-,-,"$129,916",100%
488,Paris Is Burning 2019 Re-release,"$125,677","$125,677",100%,-,-
489,This Changes Everything,"$125,348","$64,988",51.8%,"$60,360",48.2%
490,Mary Magdalene 2019 Re-release,"$124,741","$124,741",100%,-,-
491,Easy Rider 2019 Re-release,"$123,276","$123,276",100%,-,-
492,Tremors,"$121,813","$23,911",19.6%,"$97,902",80.4%
493,A Tuba to Cuba,"$121,772","$121,772",100%,-,-
494,Avant qu'on explose,"$119,894","$119,894",100%,-,-
495,Skin,"$116,863",-,-,"$116,863",100%
496,Mob Psycho 100,"$115,766","$115,766",100%,-,-
497,The Woman Who Loves Giraffes,"$113,858","$113,858",100%,-,-
498,Police Story,"$113,164","$113,164",100%,-,-
499,Babylon,"$109,749","$109,749",100%,-,-
500,The Brink,"$106,057","$106,057",100%,-,-
501,Cold Case Hammarskjöld,"$104,965","$104,965",100%,-,-
502,Hotel by the River,"$101,879","$28,354",27.8%,"$73,525",72.2%
503,Those Who Remained,"$101,737",-,-,"$101,737",100%
504,QT8: The First Eight,"$100,396","$51,896",51.7%,"$48,500",48.3%
505,Heavy Water,"$99,503","$55,446",55.7%,"$44,057",44.3%
506,High Strung Free Dance 2019 Re-release,"$98,481","$83,891",85.2%,"$14,590",14.8%
507,Charlie Says,"$98,240","$40,685",41.4%,"$57,555",58.6%
508,Prassthanam,"$97,204","$19,984",20.6%,"$77,220",79.4%
509,Saint Judy,"$96,212","$78,935",82%,"$17,277",18%
510,A Bigger Splash 2019 Re-release,"$95,826","$95,826",100%,-,-
511,The Final Wish,"$95,215","$25,183",26.4%,"$70,032",73.6%
512,Papi Chulo,"$94,321","$84,703",89.8%,"$9,618",10.2%
513,Mapplethorpe,"$91,002","$91,002",100%,-,-
514,Loopers: The Caddie's Long Walk,"$90,679","$90,679",100%,-,-
515,The Lumber Baron,"$88,336","$88,336",100%,-,-
516,Jim Allison: Breakthrough,"$87,984","$87,984",100%,-,-
517,ECCO,"$86,858","$86,858",100%,-,-
518,Vault,"$86,741","$29,491",34%,"$57,250",66%
519,Skid Row Marathon,"$84,997","$84,997",100%,-,-
520,Woodstock,"$84,440","$84,440",100%,-,-
521,Prey,"$82,258",-,-,"$82,258",100%
522,Kind Hearts and Coronets 2019 Re-release,"$80,795","$35,948",44.5%,"$44,847",55.5%
523,Batman Returns 2019 Re-release,"$80,699","$70,642",87.5%,"$10,057",12.5%
524,Ms. Purple,"$80,657","$80,657",100%,-,-
525,Armstrong,"$80,169","$19,740",24.6%,"$60,429",75.4%
526,End of the Century,"$79,607","$66,309",83.3%,"$13,298",16.7%
527,Christ Stopped at Eboli,"$78,736","$78,736",100%,-,-
528,Fast Colour,"$76,916","$76,916",100%,-,-
529,"Love, Antosha","$75,308","$50,168",66.6%,"$25,140",33.4%
530,5B,"$72,968","$72,968",100%,-,-
531,Greener Grass,"$71,838","$51,456",71.6%,"$20,382",28.4%
532,Free Trip to Egypt 2019 Re-release,"$71,087","$71,087",100%,-,-
533,Last Year at Marienbad 2019 Re-release,"$68,402","$63,425",92.7%,"$4,977",7.3%
534,¡He matado a mi marido!,"$68,017","$45,777",67.3%,"$22,240",32.7%
535,Being Frank,"$67,343","$67,343",100%,-,-
536,Making Waves: The Art of Cinematic Sound,"$63,998","$53,144",83%,"$10,854",17%
537,The Mountain,"$61,035","$61,035",100%,-,-
538,John Fogerty: 50 Year Trip - Live at Red Rocks,"$59,795","$59,795",100%,-,-
539,The Disappearance of My Mother,"$56,821","$24,951",43.9%,"$31,870",56.1%
540,Notebook,"$56,166",-,-,"$56,166",100%
541,Midnight Family,"$51,712","$42,310",81.8%,"$9,402",18.2%
542,Clinton Road,"$50,400","$50,400",100%,-,-
543,Midnight Traveler,"$50,336","$41,265",82%,"$9,071",18%
544,Free Trip to Egypt,"$49,693","$49,693",100%,-,-
545,The Bounty Killer,"$48,815","$48,815",100%,-,-
546,The Queen,"$47,818","$47,818",100%,-,-
547,The Raft,"$47,269","$39,678",83.9%,"$7,591",16.1%
548,High on the Hog,"$45,696","$45,696",100%,-,-
549,The Proposal,"$45,149","$45,149",100%,-,-
550,Celebration,"$44,898","$22,557",50.2%,"$22,341",49.8%
551,What Is Democracy?,"$44,536","$44,536",100%,-,-
552,Maze 2019 Re-release,"$44,381","$44,381",100%,-,-
553,Carmine Street Guitars,"$44,253","$44,253",100%,-,-
554,Slut in a Good Way,"$44,240","$40,513",91.6%,"$3,727",8.4%
555,Union,"$41,656","$41,656",100%,-,-
556,Why Don't You Just Die!,"$40,995",-,-,"$40,995",100%
557,Aniara,"$40,124","$40,124",100%,-,-
558,Zilla and Zoe,"$39,003","$39,003",100%,-,-
559,Shed of the Dead,"$38,901","$38,901",100%,-,-
560,Batman Forever 2019 Re-release,"$38,387","$38,014",99%,$373,1%
561,Memory: The Origins of Alien,"$37,272","$31,378",84.2%,"$5,894",15.8%
562,What You Gonna Do When the World's on Fire?,"$37,195","$4,672",12.6%,"$32,523",87.4%
563,The Quiet One,"$37,010","$37,010",100%,-,-
564,The Death of Dick Long,"$36,856","$36,856",100%,-,-
565,Our Time,"$36,240","$14,777",40.8%,"$21,463",59.2%
566,Loro,"$35,613","$35,613",100%,-,-
567,Ága,"$35,178","$35,178",100%,-,-
568,Killer Unicorn,"$33,901","$33,901",100%,-,-
569,Moonlight Sonata: Deafness in Three Movements,"$33,823","$33,823",100%,-,-
570,An Acceptable Loss,"$32,427","$32,427",100%,-,-
571,10E,"$32,413","$32,413",100%,-,-
572,Shooting the Mafia,"$32,042","$10,881",34%,"$21,161",66%
573,Desolation Center,"$32,016","$32,016",100%,-,-
574,Gift,"$31,588","$31,588",100%,-,-
575,The Cat Rescuers,"$31,540","$31,540",100%,-,-
576,Buddy,"$31,203","$31,203",100%,-,-
577,Pasolini 2019 Re-release,"$30,757","$30,757",100%,-,-
578,Los Reyes,"$30,418","$30,418",100%,-,-
579,Lionel Richie at Glastonbury,"$30,123","$30,123",100%,-,-
580,The Perfect Race,"$29,644","$29,644",100%,-,-
581,The Ground Beneath My Feet,"$29,251","$29,251",100%,-,-
582,Batman & Robin 2019 Re-release,"$28,793","$28,597",99.3%,$196,0.7%
583,The Load,"$28,410","$28,410",100%,-,-
584,El Norte 2019 Re-release,"$27,920","$27,920",100%,-,-
585,Bauhaus Spirit: 100 Years of Bauhaus,"$27,768","$17,122",61.7%,"$10,646",38.3%
586,"Leaving Home, Coming Home: A Portrait of Robert Frank","$27,073","$27,073",100%,-,-
587,Wrestle,"$26,597","$26,597",100%,-,-
588,Rosie,"$26,441","$6,839",25.9%,"$19,602",74.1%
589,Donnybrook,"$26,284","$26,284",100%,-,-
590,Hyènes,"$24,672","$24,672",100%,-,-
591,The Aspern Papers,"$24,554","$9,277",37.8%,"$15,277",62.2%
592,Chasing Einstein,"$24,057","$24,057",100%,-,-
593,Robert the Bruce,"$23,425",-,-,"$23,425",100%
594,Ode to Joy,"$22,594","$17,303",76.6%,"$5,291",23.4%
595,The Sound of Silence,"$21,994","$20,013",91%,"$1,981",9%
596,Wicked Witches,"$21,600","$21,600",100%,-,-
597,Round of Your Life,"$20,941","$20,941",100%,-,-
598,General Magic,"$20,046","$20,046",100%,-,-
599,The Gospel of Eureka,"$20,039","$20,039",100%,-,-
600,Scandalous: The True Story of the National Enquirer,"$18,759","$18,759",100%,-,-
601,Before Stonewall,"$18,724","$18,724",100%,-,-
602,The Return of Martin Guerre 2019 Re-release,"$18,603","$18,603",100%,-,-
603,"Phoenix, Oregon","$18,356","$18,356",100%,-,-
604,The Cranes Are Flying,"$17,923","$17,923",100%,-,-
605,Chained for Life,"$17,431","$17,431",100%,-,-
606,Joseph Pulitzer: Voice of the People,"$16,970","$16,970",100%,-,-
607,Virginia Minnesota,"$16,118","$16,118",100%,-,-
608,Starfish,"$15,849","$15,849",100%,-,-
609,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,"$15,712","$15,712",100%,-,-
610,The Competition 2019 Re-release,"$15,622","$15,622",100%,-,-
611,Stuffed,"$15,532","$15,532",100%,-,-
612,Between the Lines,"$15,383","$15,383",100%,-,-
613,Funan,"$15,152","$15,152",100%,-,-
614,Wrinkles the Clown,"$14,938","$14,938",100%,-,-
615,ZZ Top: That Little Ol' Band from Texas,"$14,879","$14,879",100%,-,-
616,My Son 2019 Re-release,"$14,450","$14,450",100%,-,-
617,Combat Obscura,"$14,242","$14,242",100%,-,-
618,Screwball,"$13,967","$13,967",100%,-,-
619,Genesis,"$13,856","$6,784",49%,"$7,072",51%
620,This One's for the Ladies,"$13,688","$13,688",100%,-,-
621,Rapid Response,"$13,294","$13,294",100%,-,-
622,Off Season,"$12,544","$12,544",100%,-,-
623,Bricked,"$12,201","$12,201",100%,-,-
624,Zen for Nothing,"$12,107","$12,107",100%,-,-
625,Imprisoned,"$12,050","$12,050",100%,-,-
626,Quartet,"$12,042","$12,042",100%,-,-
627,"Cassandro, The Exotico!","$11,897","$11,897",100%,-,-
628,In Like Flynn,"$11,255","$11,255",100%,-,-
629,Made Me Do It,"$11,151","$11,151",100%,-,-
630,Suburban Birds,"$10,997","$10,997",100%,-,-
631,If the Dancer Dances,"$10,912","$10,912",100%,-,-
632,Vision Portraits,"$10,771","$10,771",100%,-,-
633,When Lambs Become Lions,"$10,197","$9,337",91.6%,$860,8.4%
634,Olivia,"$9,934","$9,934",100%,-,-
635,Streetwise,"$9,904","$9,904",100%,-,-
636,The Spanish Prisoner 2019 Re-release,"$9,589","$9,589",100%,-,-
637,Fritz Lang's Indian Epic 2019 re-release,"$9,345","$9,345",100%,-,-
638,A Dark Place,"$9,212",-,-,"$9,212",100%
639,Cracked Up,"$9,197","$9,197",100%,-,-
640,Frantz Fanon: Black Skin White Mask,"$9,025","$9,025",100%,-,-
641,The Meanest Man in Texas,"$8,850","$8,850",100%,-,-
642,That Part Feeling - the Universe of Arvo Part,"$8,812","$8,812",100%,-,-
643,The Dead Center,"$8,320","$8,320",100%,-,-
644,Angels Are Made Of Light,"$7,919","$7,919",100%,-,-
645,This Magnificent Cake!,"$7,888","$7,888",100%,-,-
646,Ghost Fleet,"$7,850","$7,850",100%,-,-
647,The Plagiarists,"$7,768","$7,768",100%,-,-
648,Gregory's Girl,"$7,710","$7,710",100%,-,-
649,I'll Take Your Dead,"$7,692","$7,692",100%,-,-
650,Beloved Beast,"$7,301","$7,301",100%,-,-
651,Dying to Survive 2019 Re-release,"$6,752","$6,752",100%,-,-
652,Under the Eiffel Tower,"$6,291","$6,291",100%,-,-
653,Relaxer,"$6,133","$6,133",100%,-,-
654,Série noire,"$5,633","$5,633",100%,-,-
655,The Miracle of the Little Prince,"$5,553","$5,553",100%,-,-
656,Chokehold,"$5,200","$5,200",100%,-,-
657,The Gliksmans,"$5,166","$5,166",100%,-,-
658,100 Acres of Hell,"$5,152","$5,152",100%,-,-
659,Body at Brighton Rock,"$5,123","$5,123",100%,-,-
660,Chulas Fronteras,"$5,021","$5,021",100%,-,-
661,The Garden,"$5,006","$5,006",100%,-,-
662,Malek,"$4,898","$4,898",100%,-,-
663,I'm Leaving Now,"$4,488","$4,488",100%,-,-
664,SGT. Will Gardner,"$4,405","$4,405",100%,-,-
665,Tito and the Birds,"$4,332","$4,332",100%,-,-
666,The Fate of Lee Khan,"$4,295","$4,295",100%,-,-
667,State Like Sleep,"$4,282","$4,282",100%,-,-
668,La Flor,"$4,032","$4,032",100%,-,-
669,Mother of a Day,"$3,919","$3,919",100%,-,-
670,Wallflower,"$3,801","$3,801",100%,-,-
671,The Wandering Soap Opera,"$3,624","$3,624",100%,-,-
672,Rottentail,"$3,383","$3,383",100%,-,-
673,Chasing Portraits,"$3,076","$3,076",100%,-,-
674,Back to the Fatherland,"$2,697","$2,697",100%,-,-
675,Joan the Maid 1: The Battles,"$2,562","$2,562",100%,-,-
676,TINY: The Life of Erin Blackwell,"$2,465","$2,465",100%,-,-
677,I Lost Albert 2019 Re-release,"$2,354","$2,354",100%,-,-
678,A German Youth,"$2,343","$2,343",100%,-,-
679,Serendipity,"$2,298","$2,298",100%,-,-
680,Jihadists,"$2,104","$2,104",100%,-,-
681,Jimi Hendrix Electric Church,"$1,818",-,-,"$1,818",100%
682,Game Day,"$1,624","$1,624",100%,-,-
683,The Hours and Times,"$1,273","$1,273",100%,-,-
684,The Untold Story,$790,$790,100%,-,-
685,The Portal,$685,-,-,$685,100%
